insee,commune,departement,travail_insee,travail_commune,travail_departement,latitude,longitude,emplois,habitants,menages,pers_par_menages,unite_conso_menages,revenu_median,travail_latitude,travail_longitude,travail_emplois,distance_oiseau_km,distance_auto_km,duree_auto_minutes,distance_velo_km,duree_velo_minutes,2009,2014,2009_inter,2014_inter,2009_extra,2014_extra,2009_extra_travail_commune,extra_travail_commune_2014
31253,LABASTIDETTE,31,31555,TOULOUSE,31,43.45724883,1.237115382,54,2385,927,2521,1615,21798,43.59638143,1.431672934,71878,22.0,30.0,30,26.2,112,1052,1202,161,134,892,1068,325,396
31253,LABASTIDETTE,31,31395,MURET,31,43.45724883,1.237115382,54,2385,927,2521,1615,21798,43.44910778,1.307846794,3402,5.8,13.3,13,10.5,47,0,1202,0,134,0,1068,0,148
31254,LABEGE,31,31555,TOULOUSE,31,43.53913772,1.520620711,5630,4217,1465,3436,2335,23789,43.59638143,1.431672934,71878,9.6,20.2,27,12.3,53,1556,1520,463,503,1093,1017,618,551
31259,LACROIX-FALGARDE,31,31555,TOULOUSE,31,43.50081647,1.423910344,109,2043,845,2111,1404,29164,43.59638143,1.431672934,71878,10.6,13.8,24,12.6,52,978,974,143,163,835,811,569,469
31261,LAFITTE-VIGORDANE,31,31555,TOULOUSE,31,43.30317016,1.162239977,51,1109,392,1129,709,21533,43.59638143,1.431672934,71878,39.2,48.0,37,46.2,197,460,0,85,0,374,0,126,0
31263,LAGARDELLE-SUR-LEZE,31,31555,TOULOUSE,31,43.41460757,1.392592857,153,2769,1061,2868,1853,22739,43.59638143,1.431672934,71878,20.5,29.1,29,24.4,101,1131,1236,157,230,974,1006,407,378
31263,LAGARDELLE-SUR-LEZE,31,31395,MURET,31,43.41460757,1.392592857,153,2769,1061,2868,1853,22739,43.44910778,1.307846794,3402,7.8,21.7,19,11.6,51,1131,1236,157,230,974,1006,117,120
31269,LAMASQUERE,31,31555,TOULOUSE,31,43.48453652,1.248339436,46,1422,510,1445,916,22071,43.59638143,1.431672934,71878,19.3,29.7,30,23.2,99,619,706,86,119,533,586,225,283
31270,LANDORTHE,31,31483,SAINT-GAUDENS,31,43.12951555,0.777804004,119,975,408,990,674,22132,43.11992608,0.726613564,2364,4.3,7.3,9,6.2,26,376,401,67,69,309,332,166,163
31271,LANTA,31,31555,TOULOUSE,31,43.56151268,1.668029806,119,1840,750,1976,1278,24236,43.59638143,1.431672934,71878,19.4,33.4,42,24.9,106,672,864,112,180,560,684,308,325
31273,LAPEYROUSE-FOSSAT,31,31555,TOULOUSE,31,43.70162146,1.510359504,102,2758,1012,2894,1855,27317,43.59638143,1.431672934,71878,13.3,30.5,30,15.7,67,1251,1357,181,175,1070,1182,539,591
31273,LAPEYROUSE-FOSSAT,31,31555,TOULOUSE,31,43.70162146,1.510359504,102,2758,1012,2894,1855,27317,43.59638143,1.431672934,71878,13.3,30.5,30,15.7,67,1251,1357,181,175,1070,1182,539,591
31277,LASSERRE,31,31555,TOULOUSE,31,43.63581811,1.191251996,25,1021,366,1029,656,25348,43.59638143,1.431672934,71878,19.9,26.6,32,23.1,108,402,489,33,72,369,417,131,124
31281,LAUNAC,31,31555,TOULOUSE,31,43.75035657,1.170705963,46,1396,529,1400,906,20899,43.59638143,1.431672934,71878,27.1,32.9,40,32.8,141,636,667,120,118,516,549,188,170
31282,LAUNAGUET,31,31044,BALMA,31,43.67007661,1.455160037,877,7936,3267,8200,5416,21789,43.61152587,1.504591383,3761,7.6,10.9,17,10.0,43,0,3859,0,731,0,3128,0,137
31282,LAUNAGUET,31,31555,TOULOUSE,31,43.67007661,1.455160037,877,7936,3267,8200,5416,21789,43.59638143,1.431672934,71878,8.4,13.7,20,10.0,44,3355,3859,527,731,2828,3128,1523,1692
31282,LAUNAGUET,31,31069,BLAGNAC,31,43.67007661,1.455160037,877,7936,3267,8200,5416,21789,43.64218679,1.378869411,6700,6.9,14.8,19,12.2,53,3355,3859,527,731,2828,3128,156,227
31282,LAUNAGUET,31,31149,COLOMIERS,31,43.67007661,1.455160037,877,7936,3267,8200,5416,21789,43.61155151,1.327002184,6448,12.2,19.8,23,17.1,76,0,3859,0,731,0,3128,0,112
31284,LAUZERVILLE,31,31555,TOULOUSE,31,43.55834684,1.566900646,24,1518,506,1578,981,29839,43.59638143,1.431672934,71878,11.7,24.3,32,14.7,64,560,779,52,54,507,725,293,389
31285,LAVALETTE,31,31555,TOULOUSE,31,43.63937344,1.591686616,36,710,282,766,498,26572,43.59638143,1.431672934,71878,13.7,25.7,30,16.4,70,288,339,48,54,240,286,136,166
31287,LAVERNOSE-LACASSE,31,31395,MURET,31,43.39131187,1.24635317,110,2841,1132,3014,1957,22238,43.44910778,1.307846794,3402,8.1,11.7,11,9.9,48,1196,1292,168,300,1028,992,176,170
31287,LAVERNOSE-LACASSE,31,31555,TOULOUSE,31,43.39131187,1.24635317,110,2841,1132,3014,1957,22238,43.59638143,1.431672934,71878,27.3,36.8,33,32.5,140,1196,1292,168,300,1028,992,372,388
31291,LEGUEVIN,31,31069,BLAGNAC,31,43.59195978,1.229026463,430,8892,3563,8994,5936,24431,43.64218679,1.378869411,6700,13.3,21.6,19,17.7,84,4171,4546,746,788,3425,3759,417,510
31291,LEGUEVIN,31,31555,TOULOUSE,31,43.59195978,1.229026463,430,8892,3563,8994,5936,24431,43.59638143,1.431672934,71878,16.3,22.0,22,20.2,89,4171,4546,746,788,3425,3759,1484,1586
31291,LEGUEVIN,31,31149,COLOMIERS,31,43.59195978,1.229026463,430,8892,3563,8994,5936,24431,43.61155151,1.327002184,6448,8.2,12.7,12,9.9,44,4171,4546,746,788,3425,3759,540,655
31291,LEGUEVIN,31,31417,PIBRAC,31,43.59195978,1.229026463,430,8892,3563,8994,5936,24431,43.62743854,1.261394753,494,4.7,9.1,13,6.7,30,0,4546,0,788,0,3759,0,103
31291,LEGUEVIN,31,31149,COLOMIERS,31,43.59195978,1.229026463,430,8892,3563,8994,5936,24431,43.61155151,1.327002184,6448,8.2,12.7,12,9.9,43,4171,4546,746,788,3425,3759,540,655
31291,LEGUEVIN,31,31555,TOULOUSE,31,43.59195978,1.229026463,430,8892,3563,8994,5936,24431,43.59638143,1.431672934,71878,16.3,22.0,22,20.2,90,4171,4546,746,788,3425,3759,1484,1586
31293,LESPINASSE,31,31555,TOULOUSE,31,43.71580138,1.383348885,753,2645,1020,2640,1725,21580,43.59638143,1.431672934,71878,13.8,18.6,23,14.8,68,1356,1351,296,180,1060,1171,480,399
31293,LESPINASSE,31,31069,BLAGNAC,31,43.71580138,1.383348885,753,2645,1020,2640,1725,21580,43.64218679,1.378869411,6700,8.2,11.9,18,11.9,59,1356,1351,296,180,1060,1171,100,104
31297,LEVIGNAC,31,31149,COLOMIERS,31,43.65939182,1.203892273,97,1976,816,2105,1374,24000,43.61155151,1.327002184,6448,11.2,16.9,20,13.3,71,871,0,175,0,696,0,111,0
31297,LEVIGNAC,31,31555,TOULOUSE,31,43.65939182,1.203892273,97,1976,816,2105,1374,24000,43.59638143,1.431672934,71878,19.6,26.3,30,25.2,106,871,874,175,189,696,685,312,258
31297,LEVIGNAC,31,31069,BLAGNAC,31,43.65939182,1.203892273,97,1976,816,2105,1374,24000,43.64218679,1.378869411,6700,14.2,25.9,27,17.5,74,0,874,0,189,0,685,0,125
31299,LHERM,31,31555,TOULOUSE,31,43.42933772,1.223342366,193,3597,1304,3538,2283,22190,43.59638143,1.431672934,71878,25.1,32.1,32,29.6,131,1484,1704,321,309,1163,1395,481,507
31299,LHERM,31,31395,MURET,31,43.42933772,1.223342366,193,3597,1304,3538,2283,22190,43.44910778,1.307846794,3402,7.2,10.9,13,9.7,39,1484,1704,321,309,1163,1395,189,231
31303,LONGAGES,31,31555,TOULOUSE,31,43.35742296,1.21425496,136,2930,1125,2991,1931,21062,43.59638143,1.431672934,71878,31.8,41.5,37,37.6,160,1218,1280,204,204,1015,1076,383,400
31303,LONGAGES,31,31395,MURET,31,43.35742296,1.21425496,136,2930,1125,2991,1931,21062,43.44910778,1.307846794,3402,12.7,16.4,15,15.4,69,1218,1280,204,204,1015,1076,183,167
31311,LA MAGDELAINE-SUR-TARN,31,31555,TOULOUSE,31,43.81369809,1.535036361,70,1150,422,1149,729,20450,43.59638143,1.431672934,71878,25.6,37.4,40,30.2,133,454,506,77,126,377,381,146,101
31320,MARQUEFAVE,31,31555,TOULOUSE,31,43.30955459,1.25946318,60,997,388,1002,667,21593,43.59638143,1.431672934,71878,34.8,45.2,39,41.6,174,0,483,0,71,0,411,0,115
31324,MARTRES-TOLOSANE,31,31555,TOULOUSE,31,43.20200246,1.001172273,307,2288,1017,2355,1599,19051,43.59638143,1.431672934,71878,56.0,69.0,48,65.7,278,852,787,293,270,558,517,100,101
31334,MAUZAC,31,31555,TOULOUSE,31,43.37561008,1.302832985,67,1228,443,1247,785,23036,43.59638143,1.431672934,71878,26.7,36.0,31,31.3,135,560,575,106,103,453,473,196,193
31338,MENVILLE,31,31555,TOULOUSE,31,43.67922406,1.187458229,6,707,253,724,455,25663,43.59638143,1.431672934,71878,21.7,27.1,32,28.2,119,0,385,0,40,0,345,0,140
31339,MERENVIELLE,31,31555,TOULOUSE,31,43.62068629,1.167607887,23,484,169,492,313,24539,43.59638143,1.431672934,71878,21.4,31.9,33,25.7,112,0,275,0,25,0,250,0,125
31341,MERVILLE,31,31069,BLAGNAC,31,43.72215675,1.295984019,420,5112,1983,5135,3346,22743,43.64218679,1.378869411,6700,11.1,14.9,20,13.9,59,2273,2391,383,357,1891,2033,398,371
31341,MERVILLE,31,31149,COLOMIERS,31,43.72215675,1.295984019,420,5112,1983,5135,3346,22743,43.61155151,1.327002184,6448,12.6,15.4,26,14.7,63,2273,2391,383,357,1891,2033,189,176
31341,MERVILLE,31,31555,TOULOUSE,31,43.72215675,1.295984019,420,5112,1983,5135,3346,22743,43.59638143,1.431672934,71878,17.7,22.9,29,21.6,91,2273,2391,383,357,1891,2033,685,748
31344,MIRAMONT-DE-COMMINGES,31,31483,SAINT-GAUDENS,31,43.09143453,0.755642929,37,776,342,763,530,17293,43.11992608,0.726613564,2364,3.9,5.2,9,6.0,26,284,0,62,0,223,0,115,0
31345,MIREMONT,31,31555,TOULOUSE,31,43.37689471,1.417232873,102,2334,841,2302,1471,21218,43.59638143,1.431672934,71878,24.4,33.6,32,29.7,124,919,922,163,141,756,781,268,303
31346,MIREPOIX-SUR-TARN,31,31555,TOULOUSE,31,43.8243903,1.577469977,46,939,380,1034,659,20028,43.59638143,1.431672934,71878,27.9,44.0,43,33.2,147,0,455,0,61,0,394,0,183
31351,MONDONVILLE,31,31150,CORNEBARRIEU,31,43.66308161,1.281279884,202,4538,1869,4543,3027,22846,43.64862657,1.322429646,1048,3.7,4.3,8,4.2,18,2022,2409,230,366,1792,2043,164,136
31351,MONDONVILLE,31,31555,TOULOUSE,31,43.66308161,1.281279884,202,4538,1869,4543,3027,22846,43.59638143,1.431672934,71878,14.2,20.2,26,18.3,76,2022,2409,230,366,1792,2043,662,798
31351,MONDONVILLE,31,31069,BLAGNAC,31,43.66308161,1.281279884,202,4538,1869,4543,3027,22846,43.64218679,1.378869411,6700,8.2,12.3,17,10.6,44,2022,2409,230,366,1792,2043,364,462
31351,MONDONVILLE,31,31149,COLOMIERS,31,43.66308161,1.281279884,202,4538,1869,4543,3027,22846,43.61155151,1.327002184,6448,6.8,10.4,18,9.3,47,2022,2409,230,366,1792,2043,247,251
31355,MONS,31,31555,TOULOUSE,31,43.61122618,1.573993718,100,1757,610,1781,1130,29995,43.59638143,1.431672934,71878,11.6,23.8,30,13.6,59,649,808,58,115,590,693,322,339
31356,MONTAIGUT-SUR-SAVE,31,31555,TOULOUSE,31,43.68039436,1.23456639,88,1603,585,1669,1059,26489,43.59638143,1.431672934,71878,18.4,25.6,33,24.6,102,748,687,128,120,620,567,220,170
31356,MONTAIGUT-SUR-SAVE,31,31069,BLAGNAC,31,43.68039436,1.23456639,88,1603,585,1669,1059,26489,43.64218679,1.378869411,6700,12.4,17.6,24,16.9,70,748,687,128,120,620,567,104,144
31358,MONTASTRUC-LA-CONSEILLERE,31,31555,TOULOUSE,31,43.72212348,1.589064338,377,3285,1371,3554,2329,25473,43.59638143,1.431672934,71878,18.9,28.2,27,23.8,104,1428,1514,260,315,1168,1199,528,469
31360,MONTAUBAN-DE-LUCHON,31,31042,BAGNERES-DE-LUCHON,31,42.79052436,0.623354384,48,471,264,509,374,21337,42.73614773,0.626640396,594,6.1,15.0,25,10.9,46,0,199,0,31,0,168,0,121
31364,MONTBERON,31,31555,TOULOUSE,31,43.72031073,1.488949984,132,2865,1028,2855,1837,24681,43.59638143,1.431672934,71878,14.5,31.3,31,17.4,80,1291,1367,210,112,1081,1255,523,591
31366,MONTBRUN-LAURAGAIS,31,31555,TOULOUSE,31,43.45587271,1.519838844,14,586,216,617,395,26918,43.59638143,1.431672934,71878,17.2,23.2,33,20.1,88,272,305,24,15,248,290,148,145
31374,MONTESQUIEU-LAURAGAIS,31,31555,TOULOUSE,31,43.40732865,1.627632499,50,942,375,984,645,24276,43.59638143,1.431672934,71878,26.3,45.6,37,31.4,128,405,497,61,86,344,411,142,155
31375,MONTESQUIEU-VOLVESTRE,31,31555,TOULOUSE,31,43.1925396,1.21785196,230,3141,1362,3117,2133,18922,43.59638143,1.431672934,71878,48.1,63.9,53,57.8,243,1146,1160,443,433,703,726,169,211
31377,MONTGAILLARD-LAURAGAIS,31,31555,TOULOUSE,31,43.42849137,1.702652691,29,702,264,746,476,21723,43.59638143,1.431672934,71878,28.7,45.8,38,37.0,151,299,0,36,0,263,0,116,0
31381,MONTGISCARD,31,31555,TOULOUSE,31,43.45519093,1.570524063,188,2142,915,2296,1524,24409,43.59638143,1.431672934,71878,19.3,33.1,32,22.6,93,980,964,200,180,780,784,340,328
31383,MONTJOIRE,31,31555,TOULOUSE,31,43.77873049,1.526666455,36,1311,463,1239,801,23133,43.59638143,1.431672934,71878,21.7,38.0,37,25.8,115,517,621,83,101,434,521,190,265
31384,MONTLAUR,31,31555,TOULOUSE,31,43.48530756,1.580608871,30,1190,487,1347,867,24807,43.59638143,1.431672934,71878,17.2,33.7,31,21.2,91,596,558,65,80,531,478,231,201
31389,MONTRABE,31,31044,BALMA,31,43.64245322,1.52880633,639,3996,1693,4260,2838,26000,43.61152587,1.504591383,3761,4.0,6.0,10,5.5,24,0,1935,0,263,0,1672,0,192
31389,MONTRABE,31,31555,TOULOUSE,31,43.64245322,1.52880633,639,3996,1693,4260,2838,26000,43.59638143,1.431672934,71878,9.4,17.5,23,12.1,52,1576,1935,241,263,1334,1672,784,841
31390,MONTREJEAU,31,31483,SAINT-GAUDENS,31,43.08858849,0.558463263,489,2872,1336,2619,1900,16795,43.11992608,0.726613564,2364,14.1,16.0,19,17.4,72,956,0,398,0,558,0,209,0
31395,MURET,31,31149,COLOMIERS,31,43.44910778,1.307846794,3402,24975,10740,24612,16841,20284,43.61155151,1.327002184,6448,18.1,29.2,23,24.3,106,10086,10235,3686,3881,6400,6354,219,210
31395,MURET,31,31433,PORTET-SUR-GARONNE,31,43.44910778,1.307846794,3402,24975,10740,24612,16841,20284,43.52939527,1.402519557,3147,11.8,13.7,12,14.5,61,10086,10235,3686,3881,6400,6354,408,398
31395,MURET,31,31555,TOULOUSE,31,43.44910778,1.307846794,3402,24975,10740,24612,16841,20284,43.59638143,1.431672934,71878,19.2,25.1,22,22.6,97,10086,10235,3686,3881,6400,6354,3038,2921
31395,MURET,31,31458,ROQUES,31,43.44910778,1.307846794,3402,24975,10740,24612,16841,20284,43.50741454,1.354586276,947,7.5,17.8,13,9.8,41,10086,10235,3686,3881,6400,6354,260,298
31395,MURET,31,31157,CUGNAUX,31,43.44910778,1.307846794,3402,24975,10740,24612,16841,20284,43.54492112,1.342862238,1827,11.0,19.3,22,15.2,64,10086,10235,3686,3881,6400,6354,155,141
31395,MURET,31,31254,LABEGE,31,43.44910778,1.307846794,3402,24975,10740,24612,16841,20284,43.53913772,1.520620711,5630,19.9,27.8,28,28.1,119,0,10235,0,3881,0,6354,0,105
31395,MURET,31,31547,SEYSSES,31,43.44910778,1.307846794,3402,24975,10740,24612,16841,20284,43.49889158,1.286905756,648,5.8,8.2,10,10.4,43,10086,10235,3686,3881,6400,6354,217,194
31395,MURET,31,31069,BLAGNAC,31,43.44910778,1.307846794,3402,24975,10740,24612,16841,20284,43.64218679,1.378869411,6700,22.2,28.0,22,29.7,128,10086,10235,3686,3881,6400,6354,208,205
31396,NAILLOUX,31,31555,TOULOUSE,31,43.36524137,1.613167568,462,3592,1380,3409,2227,21411,43.59638143,1.431672934,71878,29.6,45.0,37,37.8,154,1355,1693,317,477,1037,1216,388,507
31399,NOE,31,31395,MURET,31,43.36051881,1.270519452,439,2863,1092,2892,1870,20460,43.44910778,1.307846794,3402,10.3,11.1,8,13.2,60,1192,0,260,0,932,0,140,0
31399,NOE,31,31555,TOULOUSE,31,43.36051881,1.270519452,439,2863,1092,2892,1870,20460,43.59638143,1.431672934,71878,29.3,36.2,30,35.4,151,1192,1242,260,275,932,967,340,305
31402,ODARS,31,31555,TOULOUSE,31,43.52193945,1.593265864,31,801,321,890,574,27200,43.59638143,1.431672934,71878,15.4,28.4,36,18.9,81,344,0,64,0,280,0,128,0
31403,ONDES,31,31555,TOULOUSE,31,43.78612775,1.304097476,121,701,274,679,451,22888,43.59638143,1.431672934,71878,23.5,29.4,32,27.7,121,402,0,81,0,321,0,101,0
31407,PAULHAC,31,31555,TOULOUSE,31,43.75422233,1.554782289,24,1213,437,1273,803,25011,43.59638143,1.431672934,71878,20.2,33.4,32,24.3,110,549,609,95,69,453,540,207,280
31409,PECHABOU,31,31555,TOULOUSE,31,43.50151324,1.510449902,107,2081,842,2227,1448,27949,43.59638143,1.431672934,71878,12.3,17.8,29,14.8,64,952,1050,71,126,881,924,467,418
31409,PECHABOU,31,31254,LABEGE,31,43.50151324,1.510449902,107,2081,842,2227,1448,27949,43.53913772,1.520620711,5630,4.3,9.0,16,6.2,26,0,1050,0,126,0,924,0,107
31410,PECHBONNIEU,31,31555,TOULOUSE,31,43.71125849,1.458791378,433,4352,1522,4101,2658,24034,43.59638143,1.431672934,71878,13.0,17.2,30,15.8,69,1759,1931,282,258,1477,1673,814,803
31411,PECHBUSQUE,31,31555,TOULOUSE,31,43.52465513,1.457203163,24,826,323,893,576,36302,43.59638143,1.431672934,71878,8.2,10.5,21,10.1,44,379,376,42,48,337,329,202,190
31417,PIBRAC,31,31069,BLAGNAC,31,43.62743854,1.261394753,494,8226,3229,8670,5643,28319,43.64218679,1.378869411,6700,9.6,20.8,22,13.0,58,3635,3716,651,592,2984,3124,460,494
31417,PIBRAC,31,31149,COLOMIERS,31,43.62743854,1.261394753,494,8226,3229,8670,5643,28319,43.61155151,1.327002184,6448,5.6,11.8,14,7.2,31,3635,3716,651,592,2984,3124,502,537
31417,PIBRAC,31,31555,TOULOUSE,31,43.62743854,1.261394753,494,8226,3229,8670,5643,28319,43.59638143,1.431672934,71878,14.1,21.2,24,17.5,77,3635,3716,651,592,2984,3124,1419,1422
31418,PIN-BALMA,31,31555,TOULOUSE,31,43.62234264,1.535735945,69,925,313,882,574,32202,43.59638143,1.431672934,71878,8.9,19.9,26,10.9,48,361,379,44,51,317,328,189,164
31420,PINSAGUEL,31,31555,TOULOUSE,31,43.50305775,1.393936263,294,2793,1216,2838,1939,23021,43.59638143,1.431672934,71878,10.8,21.0,23,13.7,60,1156,1186,176,219,980,967,552,428
31420,PINSAGUEL,31,31433,PORTET-SUR-GARONNE,31,43.50305775,1.393936263,294,2793,1216,2838,1939,23021,43.52939527,1.402519557,3147,3.0,5.6,13,5.6,24,1156,0,176,0,980,0,108,0
31421,PINS-JUSTARET,31,31395,MURET,31,43.48244211,1.390875987,248,4463,1754,4454,2958,22645,43.44910778,1.307846794,3402,7.7,13.0,20,9.6,41,2047,1954,251,249,1796,1705,150,137
31421,PINS-JUSTARET,31,31433,PORTET-SUR-GARONNE,31,43.48244211,1.390875987,248,4463,1754,4454,2958,22645,43.52939527,1.402519557,3147,5.3,9.9,15,9.0,38,2047,1954,251,249,1796,1705,105,112
31421,PINS-JUSTARET,31,31555,TOULOUSE,31,43.48244211,1.390875987,248,4463,1754,4454,2958,22645,43.59638143,1.431672934,71878,13.1,21.4,25,17.1,74,2047,1954,251,249,1796,1705,971,875
31424,PLAISANCE-DU-TOUCH,31,31433,PORTET-SUR-GARONNE,31,43.55759164,1.285858118,1575,17278,7088,18300,12012,24317,43.52939527,1.402519557,3147,9.9,13.6,26,12.9,56,7771,7994,1328,1613,6444,6381,186,120
31424,PLAISANCE-DU-TOUCH,31,31157,CUGNAUX,31,43.55759164,1.285858118,1575,17278,7088,18300,12012,24317,43.54492112,1.342862238,1827,4.8,6.5,12,6.5,28,7771,7994,1328,1613,6444,6381,138,117
31424,PLAISANCE-DU-TOUCH,31,31149,COLOMIERS,31,43.55759164,1.285858118,1575,17278,7088,18300,12012,24317,43.61155151,1.327002184,6448,6.9,12.8,18,8.8,38,7771,7994,1328,1613,6444,6381,595,675
31424,PLAISANCE-DU-TOUCH,31,31395,MURET,31,43.55759164,1.285858118,1575,17278,7088,18300,12012,24317,43.44910778,1.307846794,3402,12.2,20.4,26,20.4,89,0,7994,0,1613,0,6381,0,123
31424,PLAISANCE-DU-TOUCH,31,31069,BLAGNAC,31,43.55759164,1.285858118,1575,17278,7088,18300,12012,24317,43.64218679,1.378869411,6700,12.0,21.7,25,16.3,70,7771,7994,1328,1613,6444,6381,570,615
31424,PLAISANCE-DU-TOUCH,31,31555,TOULOUSE,31,43.55759164,1.285858118,1575,17278,7088,18300,12012,24317,43.59638143,1.431672934,71878,12.5,22.1,28,13.9,63,7771,7994,1328,1613,6444,6381,3489,3373
31424,PLAISANCE-DU-TOUCH,31,31557,TOURNEFEUILLE,31,43.55759164,1.285858118,1575,17278,7088,18300,12012,24317,43.57819186,1.335006978,1958,4.6,5.1,12,5.5,24,7771,7994,1328,1613,6444,6381,332,317
31426,POINTIS-DE-RIVIERE,31,31483,SAINT-GAUDENS,31,43.09085715,0.625846864,30,851,305,725,494,20791,43.11992608,0.726613564,2364,8.8,12.2,15,10.8,46,0,284,0,52,0,232,0,112
31427,POINTIS-INARD,31,31483,SAINT-GAUDENS,31,43.08357982,0.79692777,19,882,410,931,639,18719,43.11992608,0.726613564,2364,7.0,10.7,16,10.8,47,326,0,50,0,276,0,105,0
31429,POMPERTUZAT,31,31555,TOULOUSE,31,43.49429325,1.521091308,72,2145,799,2188,1410,27154,43.59638143,1.431672934,71878,13.5,18.9,30,16.5,75,901,1085,93,100,809,985,425,503
31433,PORTET-SUR-GARONNE,31,31555,TOULOUSE,31,43.52939527,1.402519557,3147,9609,3809,9392,6270,20780,43.59638143,1.431672934,71878,7.8,14.3,19,10.3,46,3979,3712,1135,1099,2844,2613,1738,1554
31433,PORTET-SUR-GARONNE,31,31254,LABEGE,31,43.52939527,1.402519557,3147,9609,3809,9392,6270,20780,43.53913772,1.520620711,5630,9.6,17.0,24,19.4,86,3979,0,1135,0,2844,0,149,0
31433,PORTET-SUR-GARONNE,31,31069,BLAGNAC,31,43.52939527,1.402519557,3147,9609,3809,9392,6270,20780,43.64218679,1.378869411,6700,12.7,17.2,19,17.0,77,3979,3712,1135,1099,2844,2613,114,109
31433,PORTET-SUR-GARONNE,31,31149,COLOMIERS,31,43.52939527,1.402519557,3147,9609,3809,9392,6270,20780,43.61155151,1.327002184,6448,11.0,18.3,20,15.0,68,3979,3712,1135,1099,2844,2613,106,104
31433,PORTET-SUR-GARONNE,31,31395,MURET,31,43.52939527,1.402519557,3147,9609,3809,9392,6270,20780,43.44910778,1.307846794,3402,11.8,19.1,17,13.8,58,3979,3712,1135,1099,2844,2613,110,114
31435,POUCHARRAMET,31,31555,TOULOUSE,31,43.42305871,1.16684454,64,842,318,854,559,22172,43.59638143,1.431672934,71878,28.8,38.5,40,35.2,156,374,0,82,0,292,0,115,0
31439,PRESERVILLE,31,31555,TOULOUSE,31,43.52041572,1.631890687,17,740,257,722,461,27945,43.59638143,1.431672934,71878,18.2,40.1,38,21.7,95,0,386,0,94,0,292,0,124
31445,QUINT-FONSEGRIVES,31,31044,BALMA,31,43.58156828,1.542123579,878,5281,2335,5422,3724,26108,43.61152587,1.504591383,3761,4.5,5.9,13,6.1,27,0,2342,0,460,0,1881,0,168
31445,QUINT-FONSEGRIVES,31,31254,LABEGE,31,43.58156828,1.542123579,878,5281,2335,5422,3724,26108,43.53913772,1.520620711,5630,5.0,8.5,14,7.4,31,2103,2342,447,460,1655,1881,122,131
31445,QUINT-FONSEGRIVES,31,31555,TOULOUSE,31,43.58156828,1.542123579,878,5281,2335,5422,3724,26108,43.59638143,1.431672934,71878,9.0,22.2,29,12.2,53,2103,2342,447,460,1655,1881,982,1016
31446,RAMONVILLE-SAINT-AGNE,31,31149,COLOMIERS,31,43.54418379,1.477823728,2185,13986,6158,12964,9144,23203,43.61155151,1.327002184,6448,14.3,24.1,28,17.8,81,0,5839,0,1310,0,4529,0,113
31446,RAMONVILLE-SAINT-AGNE,31,31555,TOULOUSE,31,43.54418379,1.477823728,2185,13986,6158,12964,9144,23203,43.59638143,1.431672934,71878,6.9,12.7,24,8.5,36,5117,5839,1108,1310,4009,4529,2502,2830
31446,RAMONVILLE-SAINT-AGNE,31,31506,SAINT-ORENS-DE-GAMEVILLE,31,43.54418379,1.477823728,2185,13986,6158,12964,9144,23203,43.55907877,1.535137106,1756,4.9,9.3,19,8.8,38,0,5839,0,1310,0,4529,0,102
31446,RAMONVILLE-SAINT-AGNE,31,31069,BLAGNAC,31,43.54418379,1.477823728,2185,13986,6158,12964,9144,23203,43.64218679,1.378869411,6700,13.5,23.0,27,16.4,70,5117,5839,1108,1310,4009,4529,190,131
31446,RAMONVILLE-SAINT-AGNE,31,31113,CASTANET-TOLOSAN,31,43.54418379,1.477823728,2185,13986,6158,12964,9144,23203,43.51361667,1.50383757,1223,4.0,4.6,12,4.6,20,5117,5839,1108,1310,4009,4529,106,140
31446,RAMONVILLE-SAINT-AGNE,31,31254,LABEGE,31,43.54418379,1.477823728,2185,13986,6158,12964,9144,23203,43.53913772,1.520620711,5630,3.5,8.6,16,8.2,34,5117,5839,1108,1310,4009,4529,341,303
31451,REVEL,31,81288,SOREZE,81,43.46560378,1.996893941,1508,9387,4447,9464,6681,18751,43.44124925,2.080313377,318,7.3,10.0,14,11.3,50,3210,3293,1973,2043,1237,1250,104,105
31451,REVEL,31,81065,CASTRES,81,43.46560378,1.996893941,1508,9387,4447,9464,6681,18751,43.61565112,2.237872316,6200,25.6,31.4,37,32.0,133,3210,3293,1973,2043,1237,1250,165,105
31451,REVEL,31,31555,TOULOUSE,31,43.46560378,1.996893941,1508,9387,4447,9464,6681,18751,43.59638143,1.431672934,71878,47.8,68.7,63,59.0,246,3210,3293,1973,2043,1237,1250,180,237
31454,RIEUMES,31,31555,TOULOUSE,31,43.41217011,1.114542947,410,3516,1396,3301,2235,19954,43.59638143,1.431672934,71878,32.8,41.8,42,40.0,175,1425,1345,434,524,991,820,330,308
31454,RIEUMES,31,31395,MURET,31,43.41217011,1.114542947,410,3516,1396,3301,2235,19954,43.44910778,1.307846794,3402,16.1,25.1,26,20.5,84,1425,0,434,0,991,0,119,0
31455,RIEUX-VOLVESTRE,31,31555,TOULOUSE,31,43.25557339,1.206377694,232,2581,1059,2523,1702,19988,43.59638143,1.431672934,71878,42.1,51.4,44,50.0,210,1026,1160,402,397,624,763,173,216
31458,ROQUES,31,31395,MURET,31,43.50741454,1.354586276,947,4402,1736,4449,2919,22748,43.44910778,1.307846794,3402,7.5,12.3,8,10.0,41,0,2058,0,437,0,1621,0,110
