commune;insee;total_personne_entrante;total_personne_partante;Balance;;km_parcourut_entrant;km_parcourut_partant;Balance_des_km_parcourut;total_emissionCO2_km_entrant;CO2_km;emissionCO2_km_sortant;emissionCO2_km_balance_km_total;total_des_revenus_medians_des_communes_entrantes;total_des_revenus_medians_des_communes_entrantes;balance_des_revenus_medians;km_moyen_par_les_partants;km_moyen_par_les_entrants;Balance_deskm_parEnt_Sor;emissionCO2_km_total_km_partant;emissionCO2_km_total_km_entrant;emissionCO2_km_balance;Minute_emi_par_km;total_min_emi;total_min_immi;total_balance_min;taux_emploi;emplois;habitants;menages;pers_par_menages;unite_conso_menages;revenu_median;Nombre_actifs_2015;inter_voiture;extra_voiture;extra_sansvoiture;avec voiture ;sansvoiture;Inter_voiture_ternary;extra_voiture_ternary;sansvoiture_ternary;2015_extra_csp1;2015_extra_csp2;2015_extra_csp3;cadre_extra_ternary;inter_extra_ternary;ouvrier_extra_ternary;2015_inter_csp1;2015_inter_csp2;2015_inter_csp3;cadre_intra_ternary;inter_intra_ternary;ouvrier_intra_ternary;INTRA_CADRE;OUVRIER_INTRA
MONTJOIE-EN-COUSERANS;9209;0;173;-173;;0;8;-8;0;;1080;-1080;0;20149;20149;21.625;0;-21.625;2919.375;0;-2919.375;#DIV/0!;4.5;0;4.5;41.04477612;33;1072;475;1056;740;20149;440;70;330;40;90.90909091;9.090909091;15.90909091;75;9.090909091;40;95;220;11.26760563;26.76056338;61.97183099;1056;50;25;93.36870027;4.42086649;2.210433245;CADRE_EN_MASSE;OUVRIER_EN_MASSE
TOURBES;34311;0;173;-173;;0;5;-5;0;;675;-675;0;20411;20411;34.6;0;-34.6;4671;0;-4671;#DIV/0!;5;0;5;39.41747573;74;1545;637;1514;1033;20411;609;100;389;120;80.2955665;19.7044335;16.42036125;63.87520525;19.7044335;100;179;144;23.64066194;42.31678487;34.04255319;1514;52;72;92.42979243;3.174603175;4.395604396;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLAUDRIC;31581;0;174;-174;;0;32;-32;0;;4320;-4320;0;20690;20690;5.4375;0;-5.4375;734.0625;0;-734.0625;#DIV/0!;17.5;0;17.5;43.18488529;43;1482;562;1523;982;20690;640;80;490;70;89.0625;10.9375;12.5;76.5625;10.9375;100;195;220;19.41747573;37.86407767;42.7184466;1523;55;40;94.12855377;3.399258344;2.472187886;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CARLUS;81059;0;174;-174;;0;6;-6;0;;810;-810;0;22751;22751;29;0;-29;3915;0;-3915;#DIV/0!;5.5;0;5.5;44.01772526;11;677;275;688;460;22751;298;14;269;15;94.96644295;5.033557047;4.697986577;90.26845638;5.033557047;60;84;130;21.89781022;30.65693431;47.44525547;688;15;0;97.86628734;2.13371266;0;CADRE_EN_MASSE;OUVRIER_EN_MASSE
POUEYFERRE;65366;0;174;-174;;0;3;-3;0;;405;-405;0;20125;20125;58;0;-58;7830;0;-7830;#DIV/0!;3.5;0;3.5;39.17995444;26;878;345;865;580;20125;344;20;273;51;85.1744186;14.8255814;5.813953488;79.36046512;14.8255814;45;70;181;15.2027027;23.64864865;61.14864865;865;20;20;95.5801105;2.209944751;2.209944751;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CAZERES;31135;0;175;-175;;0;60;-60;0;;8100;-8100;0;18021;18021;2.916666667;0;-2.916666667;393.75;0;-393.75;#DIV/0!;22;0;22;31.82098132;638;4871;2191;4866;3340;18021;1550;425;790;335;78.38709677;21.61290323;27.41935484;50.96774194;21.61290323;120;290;520;12.90322581;31.1827957;55.91397849;4866;185;355;90.01109878;3.422123566;6.566777654;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VIOLS-LE-FORT;34343;0;175;-175;;0;28;-28;0;;3780;-3780;0;20200;20200;6.25;0;-6.25;843.75;0;-843.75;#DIV/0!;16.5;0;16.5;46.38912489;98;1177;472;1139;766;20200;546;96;370;80;85.34798535;14.65201465;17.58241758;67.76556777;14.65201465;72;140;181;18.32061069;35.62340967;46.05597964;1139;80;56;89.33333333;6.274509804;4.392156863;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-PAULET-DE-CAISSON;30290;0;175;-175;;0;21;-21;0;;2835;-2835;0;41404;41404;8.333333333;0;-8.333333333;1125;0;-1125;#DIV/0!;11;0;11;42.7852349;106;1788;725;1792;1205;20702;765;100;345;320;58.16993464;41.83006536;13.07189542;45.09803922;41.83006536;100;205;285;16.94915254;34.74576271;48.30508475;1792;60;65;93.47939489;3.129890454;3.390714658;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ROQUELAURE;32348;0;175;-175;;0;13;-13;0;;1755;-1755;0;22242;22242;13.46153846;0;-13.46153846;1817.307692;0;-1817.307692;#DIV/0!;8;0;8;53.31010453;37;574;225;579;383;22242;306;15;246;45;85.29411765;14.70588235;4.901960784;80.39215686;14.70588235;35;100;120;13.7254902;39.21568627;47.05882353;579;20;15;94.29967427;3.25732899;2.442996743;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLESEQUELANDE;11437;0;177;-177;;0;11;-11;0;;1485;-1485;0;18945;18945;16.09090909;0;-16.09090909;2172.272727;0;-2172.272727;#DIV/0!;7.5;0;7.5;46.03903559;37;871;324;868;562;18945;401;30;332;40;90.04975124;9.950248756;7.462686567;82.58706468;9.950248756;45;145;155;13.04347826;42.02898551;44.92753623;868;15;25;95.59471366;1.651982379;2.753303965;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINTE-CHRISTIE;32368;0;178;-178;;0;16;-16;0;;2160;-2160;0;20186;20186;11.125;0;-11.125;1501.875;0;-1501.875;#DIV/0!;10.5;0;10.5;52.64084507;73;568;225;592;386;20186;299;32;231;36;87.95986622;12.04013378;10.70234114;77.25752508;12.04013378;36;40;181;14.0077821;15.56420233;70.42801556;592;24;8;94.87179487;3.846153846;1.282051282;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLALIER;11410;0;178;-178;;0;11;-11;0;;1485;-1485;0;18632;18632;16.18181818;0;-16.18181818;2184.545455;0;-2184.545455;#DIV/0!;9;0;9;38.44660194;63;1030;385;966;639;18632;396;61;274;61;84.5959596;15.4040404;15.4040404;69.19191919;15.4040404;60;56;174;20.68965517;19.31034483;60;966;36;40;92.70633397;3.454894434;3.838771593;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CORBERE-LES-CABANES;66056;0;179;-179;;0;22;-22;0;;2970;-2970;0;19357;19357;8.136363636;0;-8.136363636;1098.409091;0;-1098.409091;#DIV/0!;11.5;0;11.5;39.12671233;50;1168;440;1105;729;19357;457;74;347;37;91.92139738;8.07860262;16.15720524;75.76419214;8.07860262;32;102;216;9.142857143;29.14285714;61.71428571;1105;42;52;92.16013344;3.502919099;4.336947456;CADRE_EN_MASSE;OUVRIER_EN_MASSE
NEFIACH;66121;0;180;-180;;0;28;-28;0;;3780;-3780;0;18356;18356;6.428571429;0;-6.428571429;867.8571429;0;-867.8571429;#DIV/0!;12.5;0;12.5;38.05309735;83;1243;519;1237;832;18356;473;34;389;49;89.61864407;10.38135593;7.203389831;82.41525424;10.38135593;50;115;257;11.84834123;27.25118483;60.90047393;1237;15;35;96.11499611;1.165501166;2.71950272;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LE GARRIC;81101;0;180;-180;;0;21;-21;0;;2835;-2835;0;19808;19808;8.571428571;0;-8.571428571;1157.142857;0;-1157.142857;#DIV/0!;12.5;0;12.5;39.33910307;154;1271;519;1260;850;19808;500;61;364;76;84.83033932;15.16966068;12.1756487;72.65469062;15.16966068;55;100;221;14.62765957;26.59574468;58.77659574;1260;50;65;91.63636364;3.636363636;4.727272727;CADRE_EN_MASSE;OUVRIER_EN_MASSE
POUZAC;65370;0;180;-180;;0;19;-19;0;;2565;-2565;0;21113;21113;9.473684211;0;-9.473684211;1278.947368;0;-1278.947368;#DIV/0!;21.5;0;21.5;39.57219251;114;1122;509;1139;801;21113;444;63;327;54;87.83783784;12.16216216;14.18918919;73.64864865;12.16216216;55;117;175;15.85014409;33.71757925;50.43227666;1139;29;30;95.07512521;2.420701169;2.504173623;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTEGUT;32282;0;180;-180;;0;15;-15;0;;2025;-2025;0;22923;22923;12;0;-12;1620;0;-1620;#DIV/0!;8.5;0;8.5;38.63987635;58;647;208;572;366;22923;250;15;230;5;98;2;6;92;2;50;50;130;21.73913043;21.73913043;56.52173913;572;5;5;98.28178694;0.859106529;0.859106529;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTAUT-LES-CRENEAUX;32279;0;180;-180;;0;14;-14;0;;1890;-1890;0;22870;22870;12.85714286;0;-12.85714286;1735.714286;0;-1735.714286;#DIV/0!;10;0;10;44.09672831;25;703;292;698;470;22870;310;35;255;20;93.5483871;6.451612903;11.29032258;82.25806452;6.451612903;40;90;125;15.68627451;35.29411765;49.01960784;698;40;0;94.5799458;5.420054201;0;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VERGEZE;30344;466;647;-181;;53;60;-8;7155;;8100;-1080;73744;41610;-32134;10.78333333;8.79245283;-1.990880503;1455.75;1186.981132;-268.7688679;2.018776824;17.75;12.16666667;5.583333333;40.99268341;607;5057;2036;5134;3395;20805;2073;381;1297;396;80.90646095;19.09353905;18.37029894;62.53616201;19.09353905;345;460;720;22.62295082;30.16393443;47.21311475;5134;230;265;91.20625333;4.085983301;4.707763368;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MAZERES;9185;102;283;-181;;30;86;-57;4050;;11610;-7695;36802;37402;600;3.290697674;3.4;0.109302326;444.244186;459;14.75581395;4.779411765;16.25;7.5;8.75;37.79527559;554;3810;1529;3575;2418;18701;1440;455;770;215;85.06944444;14.93055556;31.59722222;53.47222222;14.93055556;145;270;395;17.90123457;33.33333333;48.7654321;3575;205;370;86.14457831;4.939759036;8.915662651;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ESTAGEL;66071;0;181;-181;;0;26;-26;0;;3510;-3510;0;16424;16424;6.961538462;0;-6.961538462;939.8076923;0;-939.8076923;#DIV/0!;15.5;0;15.5;36.23964929;179;2053;952;2066;1438;16424;744;152;420;172;76.88172043;23.11827957;20.43010753;56.4516129;23.11827957;30;156;292;6.276150628;32.63598326;61.08786611;2066;75;155;89.9825784;3.266550523;6.75087108;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ARGELIERS;11012;0;181;-181;;0;24;-24;0;;3240;-3240;0;17993;17993;7.541666667;0;-7.541666667;1018.125;0;-1018.125;#DIV/0!;17;0;17;35.16908213;90;2070;827;2000;1340;17993;728;124;505;99;86.4010989;13.5989011;17.03296703;69.36813187;13.5989011;60;160;325;11.00917431;29.35779817;59.63302752;2000;55;105;92.59259259;2.546296296;4.861111111;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BARRY-D'ISLEMADE;82011;0;181;-181;;0;16;-16;0;;2160;-2160;0;19324;19324;11.3125;0;-11.3125;1527.1875;0;-1527.1875;#DIV/0!;13;0;13;41.68490153;10;914;331;928;589;19324;381;20;322;40;89.52879581;10.47120419;5.235602094;84.29319372;10.47120419;35;70;248;9.915014164;19.83002833;70.25495751;928;15;15;96.86847599;1.565762004;1.565762004;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PEXIORA;11281;0;181;-181;;0;10;-10;0;;1350;-1350;0;17068;17068;18.1;0;-18.1;2443.5;0;-2443.5;#DIV/0!;5.5;0;5.5;32.26311668;60;1277;485;1255;812;17068;412;46;300;66;83.98058252;16.01941748;11.16504854;72.81553398;16.01941748;20;127;172;6.269592476;39.81191223;53.9184953;1255;45;35;94.00749064;3.370786517;2.621722846;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SEPTFONDS;82179;0;181;-181;;0;7;-7;0;;945;-945;0;18221;18221;25.85714286;0;-25.85714286;3490.714286;0;-3490.714286;#DIV/0!;5;0;5;34.40810686;144;2171;969;2136;1494;18221;747;118;524;106;85.82887701;14.17112299;15.77540107;70.05347594;14.17112299;64;157;347;11.26760563;27.64084507;61.0915493;2136;61;97;93.11246731;2.659110724;4.22842197;CADRE_EN_MASSE;OUVRIER_EN_MASSE
AUREVILLE;31025;0;182;-182;;0;29;-29;0;;3915;-3915;0;31425;31425;6.275862069;0;-6.275862069;847.2413793;0;-847.2413793;#DIV/0!;14.5;0;14.5;48.66828087;30;826;306;875;556;31425;402;24;322;57;85.8560794;14.1439206;5.955334988;79.90074442;14.1439206;200;71;66;59.34718101;21.06824926;19.58456973;875;28;19;94.90238612;3.036876356;2.060737527;CADRE_EN_MASSE;FAUX
VESTRIC-ET-CANDIAC;30347;0;182;-182;;0;20;-20;0;;2700;-2700;0;19539;19539;9.1;0;-9.1;1228.5;0;-1228.5;#DIV/0!;15;0;15;43.5915493;145;1420;506;1377;894;19539;619;81;456;81;86.89320388;13.10679612;13.10679612;73.78640777;13.10679612;36;168;276;7.5;35;57.5;1377;44;68;92.47817327;2.955003358;4.566823371;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MIREPOIX-SUR-TARN;31346;0;183;-183;;0;44;-44;0;;5940;-5940;0;20028;20028;4.159090909;0;-4.159090909;561.4772727;0;-561.4772727;#DIV/0!;21.5;0;21.5;50.05324814;46;939;380;1034;659;20028;470;44;359;68;85.5626327;14.4373673;9.341825902;76.22080679;14.4373673;39;156;214;9.535452323;38.14180929;52.32273839;1034;25;30;94.94949495;2.295684114;2.754820937;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-CLAR-DE-RIVIERE;31475;0;183;-183;;0;32;-32;0;;4320;-4320;0;21919;21919;5.71875;0;-5.71875;772.03125;0;-772.03125;#DIV/0!;16;0;16;48.32268371;47;1252;516;1345;877;21919;605;48;484;73;87.9338843;12.0661157;7.933884298;80;12.0661157;137;175;209;26.29558541;33.58925144;40.11516315;1345;10;60;95.05300353;0.706713781;4.240282686;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CONGENIES;30091;0;183;-183;;0;22;-22;0;;2970;-2970;0;21352;21352;8.318181818;0;-8.318181818;1122.954545;0;-1122.954545;#DIV/0!;15.5;0;15.5;43.93564356;105;1616;661;1660;1099;21352;710;75;510;125;82.3943662;17.6056338;10.56338028;71.83098592;17.6056338;115;230;250;19.32773109;38.65546218;42.01680672;1660;40;45;95.12893983;2.29226361;2.578796562;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAVAL-PRADEL;30142;0;183;-183;;0;19;-19;0;;2565;-2565;0;18569;18569;9.631578947;0;-9.631578947;1300.263158;0;-1300.263158;#DIV/0!;14.5;0;14.5;39.09324209;72;1169;501;1139;786;18569;457;58;370;30;93.44978166;6.550218341;12.66375546;80.7860262;6.550218341;20;139;224;5.221932115;36.2924282;58.48563969;1139;29;34;94.75873544;2.412645591;2.828618968;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLEFRANCHE-D'ALBIGEOIS;81317;0;183;-183;;0;18;-18;0;;2430;-2430;0;18396;18396;10.16666667;0;-10.16666667;1372.5;0;-1372.5;#DIV/0!;12;0;12;38.12600969;116;1238;525;1232;839;18396;472;50;343;80;83.08668076;16.91331924;10.57082452;72.51585624;16.91331924;25;115;225;6.849315068;31.50684932;61.64383562;1232;55;45;92.49249249;4.129129129;3.378378378;CADRE_EN_MASSE;OUVRIER_EN_MASSE
NEBIAN;34180;0;183;-183;;0;7;-7;0;;945;-945;0;19213;19213;26.14285714;0;-26.14285714;3529.285714;0;-3529.285714;#DIV/0!;7;0;7;38.67991483;33;1409;574;1438;955;19213;545;76;379;91;83.33333333;16.66666667;13.91941392;69.41391941;16.66666667;90;145;175;21.95121951;35.36585366;42.68292683;1438;30;60;94.10994764;1.963350785;3.926701571;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LA ROUQUETTE;12205;0;184;-184;;0;14;-14;0;;1890;-1890;0;20141;20141;13.14285714;0;-13.14285714;1774.285714;0;-1774.285714;#DIV/0!;8.5;0;8.5;42.85714286;21;770;323;811;539;20141;330;70;250;10;96.96969697;3.03030303;21.21212121;75.75757576;3.03030303;45;85;125;17.64705882;33.33333333;49.01960784;811;30;40;92.05448354;3.405221339;4.540295119;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LABASTIDE-DE-LEVIS;81112;0;185;-185;;0;16;-16;0;;2160;-2160;0;21944;21944;11.5625;0;-11.5625;1560.9375;0;-1560.9375;#DIV/0!;10.5;0;10.5;45.98930481;76;935;395;925;631;21944;430;50;340;40;90.69767442;9.302325581;11.62790698;79.06976744;9.302325581;50;155;145;14.28571429;44.28571429;41.42857143;925;25;30;94.3877551;2.551020408;3.06122449;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VIGOULET-AUZIL;31578;0;185;-185;;0;14;-14;0;;1890;-1890;0;38678;38678;13.21428571;0;-13.21428571;1783.928571;0;-1783.928571;#DIV/0!;11.5;0;11.5;35.41666667;73;912;356;933;625;38678;323;29;249;45;86.06811146;13.93188854;8.978328173;77.08978328;13.93188854;184;60;35;65.94982079;21.50537634;12.54480287;933;15;10;97.39039666;1.565762004;1.043841336;CADRE_EN_MASSE;FAUX
LEZAT-SUR-LEZE;9167;0;186;-186;;0;51;-51;0;;6885;-6885;0;19544;19544;3.647058824;0;-3.647058824;492.3529412;0;-492.3529412;#DIV/0!;22.5;0;22.5;37.43088048;283;2351;958;2220;1512;19544;880;210;495;175;80.11363636;19.88636364;23.86363636;56.25;19.88636364;80;170;295;14.67889908;31.19266055;54.12844037;2220;115;205;87.4015748;4.527559055;8.070866142;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLEMADE;82195;0;186;-186;;0;11;-11;0;;1485;-1485;0;19745;19745;16.90909091;0;-16.90909091;2282.727273;0;-2282.727273;#DIV/0!;8;0;8;48.67872045;28;719;311;775;516;19745;350;40;270;40;88.57142857;11.42857143;11.42857143;77.14285714;11.42857143;25;90;180;8.474576271;30.50847458;61.01694915;775;10;20;96.27329193;1.242236025;2.48447205;CADRE_EN_MASSE;OUVRIER_EN_MASSE
FLAUJAC-POUJOLS;46105;0;186;-186;;0;9;-9;0;;1215;-1215;0;22951;22951;20.66666667;0;-20.66666667;2790;0;-2790;#DIV/0!;8;0;8;44.66292135;35;712;320;779;527;22951;318;52;247;19;94.02515723;5.974842767;16.35220126;77.67295597;5.974842767;41;77;131;16.46586345;30.92369478;52.61044177;779;19;20;95.23227384;2.322738386;2.444987775;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ESPONDEILHAN;34094;0;187;-187;;0;13;-13;0;;1755;-1755;0;19910;19910;14.38461538;0;-14.38461538;1941.923077;0;-1941.923077;#DIV/0!;9;0;9;41.86952288;37;1027;425;1054;705;19910;430;35;355;40;90.69767442;9.302325581;8.139534884;82.55813953;9.302325581;55;120;200;14.66666667;32;53.33333333;1054;25;15;96.34369287;2.285191956;1.371115174;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTREDON-LABESSONNIE;81182;0;188;-188;;0;21;-21;0;;2835;-2835;0;17449;17449;8.952380952;0;-8.952380952;1208.571429;0;-1208.571429;#DIV/0!;11.5;0;11.5;39.81481481;217;2052;846;1990;1360;17449;817;202;495;121;85.20782396;14.79217604;24.69437653;60.51344743;14.79217604;35;155;306;7.056451613;31.25;61.69354839;1990;161;135;87.05161855;7.042869641;5.905511811;CADRE_EN_MASSE;OUVRIER_EN_MASSE
RIEUX-DE-PELLEPORT;9245;0;188;-188;;0;10;-10;0;;1350;-1350;0;20170;20170;18.8;0;-18.8;2538;0;-2538;#DIV/0!;8.5;0;8.5;43.9688716;57;1285;496;1289;844;20170;565;30;510;25;95.57522124;4.424778761;5.309734513;90.26548673;4.424778761;80;180;255;15.53398058;34.95145631;49.51456311;1289;10;30;96.99021821;0.752445448;2.257336343;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MOUSSOULENS;11259;0;189;-189;;0;14;-14;0;;1890;-1890;0;19047;19047;13.5;0;-13.5;1822.5;0;-1822.5;#DIV/0!;9.5;0;9.5;41.26357354;21;1013;408;1000;669;19047;418;74;290;54;87.08133971;12.91866029;17.70334928;69.37799043;12.91866029;15;124;160;5.016722408;41.47157191;53.51170569;1000;35;69;90.57971014;3.170289855;6.25;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VEZENOBRES;30348;0;190;-190;;0;43;-43;0;;5805;-5805;0;39922;39922;4.418604651;0;-4.418604651;596.5116279;0;-596.5116279;#DIV/0!;14.33333333;0;14.33333333;38.2118451;173;1756;793;1792;1234;19961;671;130;432;109;83.75558867;16.24441133;19.37406855;64.38152012;16.24441133;100;148;225;21.14164905;31.28964059;47.56871036;1792;77;89;91.52196118;3.93258427;4.545454545;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ALZONNE;11009;0;190;-190;;0;17;-17;0;;2295;-2295;0;16812;16812;11.17647059;0;-11.17647059;1508.823529;0;-1508.823529;#DIV/0!;11;0;11;34.71947195;148;1515;604;1361;934;16812;526;87;316;122;76.76190476;23.23809524;16.57142857;60.19047619;23.23809524;35;76;219;10.60606061;23.03030303;66.36363636;1361;56;112;89.01242642;3.662524526;7.325049052;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PECHBUSQUE;31411;0;190;-190;;0;11;-11;0;;1485;-1485;0;36302;36302;17.27272727;0;-17.27272727;2331.818182;0;-2331.818182;#DIV/0!;10.5;0;10.5;49.75786925;24;826;323;893;576;36302;411;43;287;81;80.2919708;19.7080292;10.4622871;69.8296837;19.7080292;211;83;69;58.12672176;22.86501377;19.00826446;893;20;10;96.74972914;2.166847237;1.083423619;CADRE_EN_MASSE;FAUX
ORTAFFA;66129;0;191;-191;;0;14;-14;0;;1890;-1890;0;18281;18281;13.64285714;0;-13.64285714;1841.785714;0;-1841.785714;#DIV/0!;10;0;10;39.53667954;36;1295;567;1443;952;18281;512;52;416;44;91.40625;8.59375;10.15625;81.25;8.59375;104;120;211;23.90804598;27.5862069;48.50574713;1443;49;22;95.31043593;3.236459709;1.453104359;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MOUSSAC;30184;0;192;-192;;0;21;-21;0;;2835;-2835;0;19071;19071;9.142857143;0;-9.142857143;1234.285714;0;-1234.285714;#DIV/0!;11;0;11;44.42815249;94;1364;557;1355;907;19071;606;138;391;77;87.29372937;12.70627063;22.77227723;64.52145215;12.70627063;67;139;216;15.87677725;32.93838863;51.18483412;1355;64;85;90.09308511;4.255319149;5.651595745;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CAMPAN;65123;0;192;-192;;0;20;-20;0;;2700;-2700;0;19605;19605;9.6;0;-9.6;1296;0;-1296;#DIV/0!;21;0;21;45.30551416;116;1342;683;1450;1035;19605;608;175;311;122;79.93421053;20.06578947;28.78289474;51.15131579;20.06578947;40;141;159;11.76470588;41.47058824;46.76470588;1450;92;122;87.13942308;5.528846154;7.331730769;CADRE_EN_MASSE;OUVRIER_EN_MASSE
JEGUN;32162;0;192;-192;;0;18;-18;0;;2430;-2430;0;19745;19745;10.66666667;0;-10.66666667;1440;0;-1440;#DIV/0!;9.5;0;9.5;42.495637;99;1146;516;1162;800;19745;487;80;321;85;82.51028807;17.48971193;16.46090535;66.04938272;17.48971193;45;105;195;13.04347826;30.43478261;56.52173913;1162;85;45;89.9380805;6.578947368;3.482972136;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CONNAUX;30092;0;192;-192;;0;11;-11;0;;1485;-1485;0;21322;21322;17.45454545;0;-17.45454545;2356.363636;0;-2356.363636;#DIV/0!;7;0;7;37.78184034;99;1641;720;1741;1170;21322;620;85;435;100;83.87096774;16.12903226;13.70967742;70.16129032;16.12903226;145;185;180;28.43137255;36.2745098;35.29411765;1741;40;50;95.08465319;2.18459858;2.730748225;CADRE_EN_MASSE;OUVRIER_EN_MASSE
RIA-SIRACH;66161;0;192;-192;;0;5;-5;0;;675;-675;0;17183;17183;38.4;0;-38.4;5184;0;-5184;#DIV/0!;4.5;0;4.5;32.16195569;69;1309;600;1334;926;17183;421;35;312;74;82.42280285;17.57719715;8.313539192;74.10926366;17.57719715;25;95;225;7.246376812;27.53623188;65.2173913;1334;25;45;95.01424501;1.780626781;3.205128205;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MAUZAC;31334;0;193;-193;;0;36;-36;0;;4860;-4860;0;23036;23036;5.361111111;0;-5.361111111;723.75;0;-723.75;#DIV/0!;15.5;0;15.5;48.6970684;67;1228;443;1247;785;23036;598;58;428;112;81.27090301;18.72909699;9.698996656;71.57190635;18.72909699;176;128;189;35.69979716;25.96348884;38.336714;1247;54;45;92.6448737;4.011887073;3.343239227;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BEAUPUY;31053;0;193;-193;;0;21;-21;0;;2835;-2835;0;26825;26825;9.19047619;0;-9.19047619;1240.714286;0;-1240.714286;#DIV/0!;13.5;0;13.5;37.99843628;95;1279;441;1204;787;26825;486;44;354;88;81.89300412;18.10699588;9.053497942;72.83950617;18.10699588;160;162;98;38.0952381;38.57142857;23.33333333;1204;10;35;96.39711769;0.800640512;2.802241793;CADRE_EN_MASSE;FAUX
RODELLE;12201;0;193;-193;;0;20;-20;0;;2700;-2700;0;22366;22366;9.65;0;-9.65;1302.75;0;-1302.75;#DIV/0!;13;0;13;50.64695009;39;1082;409;1049;692;22366;548;45;441;62;88.68613139;11.31386861;8.211678832;80.47445255;11.31386861;85;164;197;19.05829596;36.77130045;44.17040359;1049;58;28;92.42290749;5.110132159;2.466960352;CADRE_EN_MASSE;OUVRIER_EN_MASSE
TRESPOUX-RASSIELS;46322;0;193;-193;;0;12;-12;0;;1620;-1620;0;20860;20860;16.08333333;0;-16.08333333;2171.25;0;-2171.25;#DIV/0!;10.5;0;10.5;44.04466501;35;806;323;841;552;20860;355;57;270;28;92.11267606;7.887323944;16.05633803;76.05633803;7.887323944;36;104;141;12.8113879;37.01067616;50.17793594;841;29;24;94.07158837;3.243847875;2.684563758;CADRE_EN_MASSE;OUVRIER_EN_MASSE
TOULONJAC;12281;0;193;-193;;0;6;-6;0;;810;-810;0;21231;21231;32.16666667;0;-32.16666667;4342.5;0;-4342.5;#DIV/0!;4.5;0;4.5;49.18699187;14;738;292;766;506;21231;363;57;274;33;90.93406593;9.065934066;15.65934066;75.27472527;9.065934066;36;96;150;12.76595745;34.04255319;53.19148936;766;16;40;93.18734793;1.946472019;4.866180049;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LA BOISSIERE;34035;0;194;-194;;0;24;-24;0;;3240;-3240;0;22873;22873;8.083333333;0;-8.083333333;1091.25;0;-1091.25;#DIV/0!;15;0;15;45.92964824;54;995;386;971;643;22873;457;51;351;55;87.96498906;12.03501094;11.15973742;76.80525164;12.03501094;113;127;127;30.79019074;34.60490463;34.60490463;971;20;30;95.10284035;1.958863859;2.938295788;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VENTENAC-CABARDES;11404;0;194;-194;;0;10;-10;0;;1350;-1350;0;20511;20511;19.4;0;-19.4;2619;0;-2619;#DIV/0!;9.5;0;9.5;40.06586169;37;911;370;929;621;20511;365;50;300;15;95.89041096;4.109589041;13.69863014;82.19178082;4.109589041;55;85;165;18.03278689;27.86885246;54.09836066;929;35;5;95.87203302;3.611971104;0.515995872;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BEDUER;46021;0;194;-194;;0;10;-10;0;;1350;-1350;0;21346;21346;19.4;0;-19.4;2619;0;-2619;#DIV/0!;5.5;0;5.5;46.21513944;38;753;322;766;521;21346;348;41;261;46;86.7816092;13.2183908;11.7816092;75;13.2183908;45;106;116;16.85393258;39.70037453;43.44569288;766;30;35;92.17809868;3.610108303;4.21179302;CADRE_EN_MASSE;OUVRIER_EN_MASSE
