commune;insee;total_personne_entrante;total_personne_partante;Balance;;km_parcourut_entrant;km_parcourut_partant;Balance_des_km_parcourut;total_emissionCO2_km_entrant;CO2_km;emissionCO2_km_sortant;emissionCO2_km_balance_km_total;total_des_revenus_medians_des_communes_entrantes;total_des_revenus_medians_des_communes_entrantes;balance_des_revenus_medians;km_moyen_par_les_partants;km_moyen_par_les_entrants;Balance_deskm_parEnt_Sor;emissionCO2_km_total_km_partant;emissionCO2_km_total_km_entrant;emissionCO2_km_balance;Minute_emi_par_km;total_min_emi;total_min_immi;total_balance_min;taux_emploi;emplois;habitants;menages;pers_par_menages;unite_conso_menages;revenu_median;Nombre_actifs_2015;inter_voiture;extra_voiture;extra_sansvoiture;avec voiture ;sansvoiture;Inter_voiture_ternary;extra_voiture_ternary;sansvoiture_ternary;2015_extra_csp1;2015_extra_csp2;2015_extra_csp3;cadre_extra_ternary;inter_extra_ternary;ouvrier_extra_ternary;2015_inter_csp1;2015_inter_csp2;2015_inter_csp3;cadre_intra_ternary;inter_intra_ternary;ouvrier_intra_ternary;INTRA_CADRE;OUVRIER_INTRA
MIRAMONT-DE-COMMINGES;31344;0;0;0;;0;5;-5;0;;675;-675;0;17293;17293;0;0;0;0;0;0;#DIV/0!;4.5;0;4.5;26.41752577;37;776;342;763;530;17293;205;35;140;30;85.36585366;14.63414634;17.07317073;68.29268293;14.63414634;10;55;95;6.25;34.375;59.375;763;10;35;94.43069307;1.237623762;4.331683168;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-ALEXANDRE;30226;0;0;0;;0;4;-4;0;;540;-540;0;22387;22387;0;0;0;0;0;0;#DIV/0!;4.5;0;4.5;45.14731369;97;1154;464;1197;790;22387;521;112;258;151;71.01727447;28.98272553;21.49712092;49.52015355;28.98272553;60;146;195;14.96259352;36.40897756;48.62842893;1197;35;64;92.36111111;2.700617284;4.938271605;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLENEUVE-D'OLMES;9336;0;0;0;;0;4;-4;0;;540;-540;0;17124;17124;0;0;0;0;0;0;#DIV/0!;3.5;0;3.5;29.44606414;86;1029;494;1044;750;17124;303;62;236;5;98.34983498;1.650165017;20.4620462;77.88778878;1.650165017;0;91;142;0;39.05579399;60.94420601;1044;30;30;94.56521739;2.717391304;2.717391304;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-LAURENT-LES-TOURS;46273;0;0;0;;0;4;-4;0;;540;-540;0;22036;22036;0;0;0;0;0;0;#DIV/0!;3.5;0;3.5;39.27789934;180;914;432;953;669;22036;359;105;204;50;86.0724234;13.9275766;29.24791086;56.82451253;13.9275766;60;60;120;25;25;50;953;35;55;91.37104506;3.355704698;5.27325024;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CHIRAC;48049;0;0;0;;10;10;0;1350;;1350;0;19590;20495;905;0;0;0;0;0;0;#DIV/0!;6.666666667;6.666666667;0;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
CERBERE;66048;0;0;0;;15;0;15;2025;;0;2025;19220;0;-19220;0;0;0;0;0;0;#DIV/0!;0;16;-16;32.50183419;177;1363;615;1210;885;18248;443;171;102;171;61.48648649;38.51351351;38.51351351;22.97297297;38.51351351;15;20;97;11.36363636;15.15151515;73.48484848;1210;70;205;81.48148148;4.713804714;13.8047138;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-REMY-DE-PROVENCE;13100;0;0;0;;24;0;24;3240;;0;3240;16139;0;-16139;0;0;0;0;0;0;#DIV/0!;0;17.5;-17.5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
JONCELS;34121;0;0;0;;72;0;72;9720;;0;9720;17316;0;-17316;0;0;0;0;0;0;#DIV/0!;0;37;-37;34.31372549;6;306;136;294;206;16684;105;20;75;10;90.47619048;9.523809524;19.04761905;71.42857143;9.523809524;15;30;30;20;40;40;294;20;10;90.74074074;6.172839506;3.086419753;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MARTIEL;12140;144;147;-3;;67;14;54;9045;;1890;7290;22799;19744;-3055;10.5;2.149253731;-8.350746269;1417.5;290.1492537;-1127.350746;2.636574074;5.666666667;20.66666667;-15;39.27522037;95;1021;434;1000;684;19744;401;78;217;105;73.75;26.25;19.5;54.25;26.25;44;78;102;19.64285714;34.82142857;45.53571429;1000;65;88;86.73026886;5.637467476;7.63226366;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BORDEAUX;33063;127;137;-10;;245;255;-11;33075;;34425;-1485;20271;21097;826;0.537254902;0.518367347;-0.018887555;72.52941176;69.97959184;-2.549819928;94.52755904;49;47.66666667;1.333333333;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
CARMAUX;81060;778;803;-25;;29;27;2;3915;;3645;270;54824;35484;-19340;29.74074074;26.82758621;-2.913154534;4015;3621.724138;-393.2758621;0.391388175;10.5;9.4;1.1;29.67931251;1092;9542;4911;9889;7134;17742;2832;951;1352;530;81.2919167;18.7080833;33.56865514;47.72326156;18.7080833;157;431;945;10.24135682;28.11480757;61.64383562;9889;351;815;89.45273632;3.175033921;7.37222976;CADRE_EN_MASSE;OUVRIER_EN_MASSE
REMOULINS;30212;101;132;-31;;10;29;-19;1350;;3915;-2565;39047;17088;-21959;4.551724138;10.1;5.548275862;614.4827586;1363.5;749.0172414;1.056105611;10.66666667;4;6.666666667;38.68207103;414;2337;1022;2284;1574;17088;904;181;376;348;61.54696133;38.45303867;20;41.54696133;38.45303867;84;176;312;14.68531469;30.76923077;54.54545455;2284;96;212;88.11728395;3.703703704;8.179012346;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LA GRAND-COMBE;30132;271;308;-37;;38;17;21;5130;;2295;2835;48831;14230;-34601;18.11764706;7.131578947;-10.98606811;2445.882353;962.7631579;-1483.119195;1.168511685;8.333333333;12.2;-3.866666667;19.87601705;416;5162;2173;4438;3162;14230;1026;290;538;198;80.70175439;19.29824561;28.26510721;52.43664717;19.29824561;45;147;410;7.475083056;24.41860465;68.10631229;4438;65;300;92.40058297;1.353320841;6.24609619;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ORANGE;84087;138;184;-46;;21;27;-6;2835;;3645;-810;18532;17766;-766;6.814814815;6.571428571;-0.243386243;920;887.1428571;-32.85714286;1.775362319;11.66666667;7;4.666666667;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
LAUDUN-L'ARDOISE;30141;603;651;-48;;48;52;-4;6480;;7020;-540;54917;60876;5959;12.51923077;12.5625;0.043269231;1690.096154;1695.9375;5.841346154;1.162189055;14.6;13.2;1.4;48.31069891;840;6038;2234;5619;3718;20292;2917;745;952;1220;58.17620843;41.82379157;25.53993829;32.63627014;41.82379157;281;494;608;20.31814895;35.71945047;43.96240058;5619;254;1162;79.87206823;3.610518834;16.51741294;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MERCUES;46191;104;160;-56;;8;8;0;1080;;1080;0;19361;19840;479;20;13;-7;2700;1755;-945;0.333333333;4.333333333;4.333333333;0;37.95761079;260;1038;482;1064;736;19840;394;64;271;59;85.02538071;14.97461929;16.24365482;68.78172589;14.97461929;40;80;194;12.7388535;25.47770701;61.78343949;1064;30;50;93.00699301;2.622377622;4.370629371;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTREDON-DES-CORBIERES;11255;226;284;-58;;11;11;0;1485;;1485;0;17357;19140;1783;25.81818182;20.54545455;-5.272727273;3485.454545;2773.636364;-711.8181818;0.243362832;5;5.333333333;-0.333333333;36.30748113;454;1457;580;1447;955;19140;529;106;378;45;91.49338374;8.506616257;20.03780718;71.45557656;8.506616257;50;140;195;12.98701299;36.36363636;50.64935065;1447;65;55;92.34205488;4.148053606;3.509891512;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PAU;64445;326;389;-63;;42;43;-1;5670;;5805;-135;17098;19235;2137;9.046511628;7.761904762;-1.284606866;1221.27907;1047.857143;-173.4219269;1.63190184;12.66666667;11.33333333;1.333333333;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
FLORENSAC;34101;412;475;-63;;60;109;-49;8100;;14715;-6615;17316;73292;55976;4.357798165;6.866666667;2.508868502;588.3027523;927;338.6972477;2.81553398;19.33333333;18;1.333333333;34.75806452;500;4960;2112;4923;3358;18323;1724;399;927;398;76.91415313;23.08584687;23.14385151;53.77030162;23.08584687;135;287;598;13.23529412;28.1372549;58.62745098;4923;254;388;88.46361186;4.564240791;6.97214735;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-AFFRIQUE;12208;357;424;-67;;43;48;-6;5805;;6480;-810;38668;38750;82;8.833333333;8.302325581;-0.531007752;1192.5;1120.813953;-71.68604651;2.107843137;17.5;14.75;2.75;38.34140436;1144;8260;3734;7703;5500;19375;3167;1391;865;911;71.23460688;28.76539312;43.92169245;27.31291443;28.76539312;128;303;576;12.71102284;30.08937438;57.19960278;7703;724;1100;80.85441377;7.599454183;11.54613205;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTAREN-ET-SAINT-MEDIERS;30174;124;193;-69;;6;6;0;810;;810;0;17779;18906;1127;32.16666667;20.66666667;-11.5;4342.5;2790;-1552.5;0.129032258;2.666666667;2.666666667;0;40;142;1475;629;1444;998;18906;590;135;360;95;83.89830508;16.10169492;22.88135593;61.01694915;16.10169492;65;160;165;16.66666667;41.02564103;42.30769231;1444;80;90;89.46716233;4.956629492;5.576208178;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAVELANET;9160;229;299;-70;;47;67;-20;6345;;9045;-2700;72306;50598;-21708;4.462686567;4.872340426;0.409653858;602.4626866;657.7659574;55.30327088;3.24279476;15.8;10.83333333;4.966666667;27.01361089;883;6245;2903;5945;4271;16866;1687;674;674;339;79.90515708;20.09484292;39.95257854;39.95257854;20.09484292;55;210;433;7.87965616;30.08595989;62.03438395;5945;271;608;87.11899179;3.971277843;8.909730363;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAUTREC;81139;120;196;-76;;15;15;0;2025;;2025;0;18742;19469;727;13.06666667;8;-5.066666667;1764;1080;-684;0.625;5;5;0;38.67713004;196;1784;677;1676;1121;19469;690;110;410;170;75.36231884;24.63768116;15.94202899;59.42028986;24.63768116;50;180;205;11.49425287;41.37931034;47.12643678;1676;145;75;88.39662447;7.647679325;3.955696203;CADRE_EN_MASSE;OUVRIER_EN_MASSE
AUSSILLON;81021;662;744;-82;;28;33;-5;3780;;4455;-675;77184;34684;-42500;22.54545455;23.64285714;1.097402597;3043.636364;3191.785714;148.1493506;0.412386707;9.75;7.666666667;2.083333333;28.18166966;718;6121;2645;5940;4135;17342;1725;411;1145;169;90.20289855;9.797101449;23.82608696;66.37681159;9.797101449;178;255;785;14.61412151;20.93596059;64.4499179;5940;118;328;93.01597244;1.847792045;5.136235515;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LORP-SENTARAILLE;9289;126;209;-83;;6;7;0;810;;945;0;18726;19276;550;29.85714286;21;-8.857142857;4030.714286;2835;-1195.714286;0.174603175;3.666666667;3.333333333;0.333333333;44.49275362;306;1380;596;1419;963;19276;614;136;414;63;89.72267537;10.27732463;22.18597064;67.53670473;10.27732463;50;126;257;11.54734411;29.09930716;59.35334873;1419;44;92;91.25401929;2.829581994;5.916398714;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LODEVE;34142;233;316;-83;;20;82;-62;2700;;11070;-8370;37410;31942;-5468;3.853658537;11.65;7.796341463;520.2439024;1572.75;1052.506098;1.652360515;19.25;8.75;10.5;30.4565777;931;7381;3450;7593;5268;15971;2248;807;686;755;66.41459075;33.58540925;35.89857651;30.51601423;33.58540925;100;251;423;12.91989664;32.42894057;54.65116279;7593;429;862;85.46825754;4.828905898;9.70283656;CADRE_EN_MASSE;OUVRIER_EN_MASSE
TERSSAC;81297;103;189;-86;;7;7;0;945;;945;0;19553;23970;4417;27;14.71428571;-12.28571429;3645;1986.428571;-1658.571429;0.294498382;4.333333333;4;0.333333333;44.61400359;310;1114;497;1199;811;23970;497;68;341;88;82.29376258;17.70623742;13.68209256;68.61167002;17.70623742;89;134;176;22.30576441;33.5839599;44.11027569;1199;44;40;93.45284489;3.429462198;3.117692907;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MIRANDE;32256;109;208;-99;;29;29;0;3915;;3915;0;19447;18402;-1045;7.172413793;3.75862069;-3.413793103;968.2758621;507.4137931;-460.862069;2.749235474;10.33333333;10.33333333;0;32.60561384;622;3527;1685;3326;2426;18402;1150;440;425;285;75.2173913;24.7826087;38.26086957;36.95652174;24.7826087;85;115;245;19.1011236;25.84269663;55.05617978;3326;155;420;85.26018969;3.973340169;10.76647014;CADRE_EN_MASSE;OUVRIER_EN_MASSE
GARGAS;31211;0;100;-100;;0;25;-25;0;;3375;-3375;0;22301;22301;4;0;-4;540;0;-540;#DIV/0!;16;0;16;47.91965567;30;697;243;688;440;22301;334;40;263;30;90.99099099;9.009009009;12.01201201;78.97897898;9.009009009;45;105;125;16.36363636;38.18181818;45.45454545;688;20;25;93.86084584;2.72851296;3.410641201;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CASTERA-VERDUZAN;32083;0;100;-100;;0;22;-22;0;;2970;-2970;0;19088;19088;4.545454545;0;-4.545454545;613.6363636;0;-613.6363636;#DIV/0!;10;0;10;41.10996917;131;973;432;931;658;19088;400;95;245;60;85;15;23.75;61.25;15;15;75;170;5.769230769;28.84615385;65.38461538;931;35;75;89.43323727;3.362151777;7.204610951;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-LAURENT-DE-NESTE;65389;0;100;-100;;0;9;-9;0;;1215;-1215;0;21443;21443;11.11111111;0;-11.11111111;1500;0;-1500;#DIV/0!;7;0;7;37.2972973;140;925;398;894;623;21443;345;65;245;35;89.85507246;10.14492754;18.84057971;71.01449275;10.14492754;80;85;105;29.62962963;31.48148148;38.88888889;894;30;35;93.22210636;3.128258603;3.649635036;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MARTRES-TOLOSANE;31324;0;101;-101;;0;69;-69;0;;9315;-9315;0;19051;19051;1.463768116;0;-1.463768116;197.6086957;0;-197.6086957;#DIV/0!;24;0;24;35.00874126;307;2288;1017;2355;1599;19051;801;206;481;113;85.875;14.125;25.75;60.125;14.125;65;139;326;12.26415094;26.22641509;61.50943396;2355;100;148;90.47253169;3.841721091;5.685747215;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLEBRUMIER;82194;0;101;-101;;0;62;-62;0;;8370;-8370;0;40648;40648;1.629032258;0;-1.629032258;219.9193548;0;-219.9193548;#DIV/0!;24.33333333;0;24.33333333;44.86692015;105;1315;506;1283;843;20324;590;75;460;55;90.6779661;9.322033898;12.71186441;77.96610169;9.322033898;50;180;245;10.52631579;37.89473684;51.57894737;1283;35;75;92.10337401;2.512562814;5.384063173;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LA MAGDELAINE-SUR-TARN;31311;0;101;-101;;0;37;-37;0;;4995;-4995;0;20450;20450;2.72972973;0;-2.72972973;368.5135135;0;-368.5135135;#DIV/0!;20;0;20;44.26086957;70;1150;422;1149;729;20450;509;74;367;69;86.47058824;13.52941176;14.50980392;71.96078431;13.52941176;56;112;214;14.65968586;29.31937173;56.02094241;1149;57;48;91.62679426;4.545454545;3.827751196;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VENDEMIAN;34328;0;101;-101;;0;32;-32;0;;4320;-4320;0;19816;19816;3.15625;0;-3.15625;426.09375;0;-426.09375;#DIV/0!;20;0;20;34.53510436;39;1054;444;1120;740;19816;364;50;268;46;87.36263736;12.63736264;13.73626374;73.62637363;12.63736264;90;60;138;31.25;20.83333333;47.91666667;1120;46;20;94.43507589;3.878583474;1.686340641;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LATOUR-DE-FRANCE;66096;0;101;-101;;0;30;-30;0;;4050;-4050;0;16879;16879;3.366666667;0;-3.366666667;454.5;0;-454.5;#DIV/0!;18;0;18;33.39694656;79;1048;422;958;660;16879;350;45;200;105;70;30;12.85714286;57.14285714;30;15;60;130;7.317073171;29.26829268;63.41463415;958;50;65;89.28238583;4.659832246;6.05778192;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ASTE;65042;0;101;-101;;0;14;-14;0;;1890;-1890;0;19586;19586;7.214285714;0;-7.214285714;973.9285714;0;-973.9285714;#DIV/0!;17.5;0;17.5;36.94852941;10;544;244;565;387;19586;201;20;167;15;92.57425743;7.425742574;9.900990099;82.67326733;7.425742574;25;85;65;14.28571429;48.57142857;37.14285714;565;10;15;95.76271186;1.694915254;2.542372881;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LABARTHE-INARD;31246;0;101;-101;;0;11;-11;0;;1485;-1485;0;19888;19888;9.181818182;0;-9.181818182;1239.545455;0;-1239.545455;#DIV/0!;8;0;8;38.24200913;145;876;353;867;585;19888;335;40;240;55;83.58208955;16.41791045;11.94029851;71.64179104;16.41791045;35;40;200;12.72727273;14.54545455;72.72727273;867;15;35;94.5474373;1.635768811;3.816793893;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SALLES-ADOUR;65401;0;101;-101;;0;9;-9;0;;1215;-1215;0;21849;21849;11.22222222;0;-11.22222222;1515;0;-1515;#DIV/0!;7.5;0;7.5;53.30882353;13;544;216;567;369;21849;290;15;220;55;81.03448276;18.96551724;5.172413793;75.86206897;18.96551724;70;75;105;28;30;42;567;15;15;94.97487437;2.512562814;2.512562814;CADRE_EN_MASSE;OUVRIER_EN_MASSE
TREBONS-SUR-LA-GRASSE;31560;0;102;-102;;0;48;-48;0;;6480;-6480;0;23842;23842;2.125;0;-2.125;286.875;0;-286.875;#DIV/0!;20.5;0;20.5;49.88913525;35;451;157;446;282;23842;225;25;175;25;88.88888889;11.11111111;11.11111111;77.77777778;11.11111111;60;75;55;31.57894737;39.47368421;28.94736842;446;10;15;94.69214437;2.123142251;3.184713376;CADRE_EN_MASSE;FAUX
NOHIC;82135;0;102;-102;;0;41;-41;0;;5535;-5535;0;20325;20325;2.487804878;0;-2.487804878;335.8536585;0;-335.8536585;#DIV/0!;22;0;22;44.61538462;45;1300;496;1347;872;20325;580;55;470;55;90.51724138;9.482758621;9.482758621;81.03448276;9.482758621;80;115;300;16.16161616;23.23232323;60.60606061;1347;45;20;95.39660057;3.186968839;1.416430595;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ESCATALENS;82052;0;102;-102;;0;18;-18;0;;2430;-2430;0;19338;19338;5.666666667;0;-5.666666667;765;0;-765;#DIV/0!;13;0;13;41.04477612;74;1072;353;950;612;19338;440;67;319;54;87.72727273;12.27272727;15.22727273;72.5;12.27272727;41;94;199;12.2754491;28.14371257;59.58083832;950;37;54;91.25840538;3.554274736;5.187319885;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BELESTA;9047;0;102;-102;;0;13;-13;0;;1755;-1755;0;18198;18198;7.846153846;0;-7.846153846;1059.230769;0;-1059.230769;#DIV/0!;10.5;0;10.5;32.14638971;61;1011;510;1031;749;18198;325;79;212;35;89.26380368;10.73619632;24.23312883;65.03067485;10.73619632;35;65;120;15.90909091;29.54545455;54.54545455;1031;50;50;91.15826702;4.42086649;4.42086649;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LE BOSC;34036;0;102;-102;;0;11;-11;0;;1485;-1485;0;18250;18250;9.272727273;0;-9.272727273;1251.818182;0;-1251.818182;#DIV/0!;9.5;0;9.5;42.58841234;120;1329;570;1359;916;18250;566;73;407;85;84.95575221;15.04424779;12.92035398;72.03539823;15.04424779;61;158;214;14.08775982;36.48960739;49.42263279;1359;64;44;92.63803681;4.362644853;2.999318337;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-PAUL-DE-JARRAT;9272;0;102;-102;;0;11;-11;0;;1485;-1485;0;19923;19923;9.272727273;0;-9.272727273;1251.818182;0;-1251.818182;#DIV/0!;8;0;8;41.23222749;153;1266;580;1330;916;19923;522;123;330;69;86.7816092;13.2183908;23.56321839;63.2183908;13.2183908;35;154;164;9.915014164;43.62606232;46.45892351;1330;80;90;88.66666667;5.333333333;6;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MAUVEZIN;32249;0;103;-103;;0;35;-35;0;;4725;-4725;0;18885;18885;2.942857143;0;-2.942857143;397.2857143;0;-397.2857143;#DIV/0!;14.5;0;14.5;37.00189753;397;2108;1021;2086;1490;18885;780;250;385;145;81.41025641;18.58974359;32.05128205;49.35897436;18.58974359;55;150;220;12.94117647;35.29411765;51.76470588;2086;125;195;86.69991687;5.195344971;8.104738155;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ALLEGRE-LES-FUMADES;30008;0;103;-103;;0;19;-19;0;;2565;-2565;0;17660;17660;5.421052632;0;-5.421052632;731.8421053;0;-731.8421053;#DIV/0!;13;0;13;39.50762016;68;853;383;860;595;17660;337;45;221;71;78.93175074;21.06824926;13.35311573;65.57863501;21.06824926;25;84;129;10.50420168;35.29411765;54.20168067;860;25;44;92.57265877;2.691065662;4.736275565;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MOULIS;9214;0;103;-103;;0;10;-10;0;;1350;-1350;0;19965;19965;10.3;0;-10.3;1390.5;0;-1390.5;#DIV/0!;9;0;9;34.9044586;41;785;367;774;549;19965;274;56;183;36;86.90909091;13.09090909;20.36363636;66.54545455;13.09090909;20;55;126;9.950248756;27.36318408;62.68656716;774;40;20;92.8057554;4.79616307;2.398081535;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BLAN;81032;0;103;-103;;0;9;-9;0;;1215;-1215;0;18845;18845;11.44444444;0;-11.44444444;1545;0;-1545;#DIV/0!;6;0;6;39.75588492;86;1147;387;1017;663;18845;456;81;334;41;91.00877193;8.99122807;17.76315789;73.24561404;8.99122807;55;75;220;15.71428571;21.42857143;62.85714286;1017;25;45;93.56025759;2.299908004;4.139834407;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BARTRES;65070;0;103;-103;;0;7;-7;0;;945;-945;0;23595;23595;14.71428571;0;-14.71428571;1986.428571;0;-1986.428571;#DIV/0!;6;0;6;48.434238;22;479;177;472;307;23595;232;9;184;38;83.54978355;16.45021645;3.896103896;79.65367965;16.45021645;52;72;89;24.41314554;33.8028169;41.78403756;472;5;0;98.95178197;1.048218029;0;CADRE_EN_MASSE;OUVRIER_EN_MASSE
POMAS;11293;0;104;-104;;0;27;-27;0;;3645;-3645;0;38168;38168;3.851851852;0;-3.851851852;520;0;-520;#DIV/0!;12.66666667;0;12.66666667;45.45454545;65;869;339;858;566;19084;395;79;271;44;88.83248731;11.16751269;20.05076142;68.78172589;11.16751269;30;95;160;10.52631579;33.33333333;56.14035088;858;40;65;89.09657321;4.153686397;6.749740395;CADRE_EN_MASSE;OUVRIER_EN_MASSE
FLORENTIN;81093;0;104;-104;;0;16;-16;0;;2160;-2160;0;21882;21882;6.5;0;-6.5;877.5;0;-877.5;#DIV/0!;10;0;10;38.85542169;64;664;259;645;432;21882;258;40;185;32;87.54863813;12.45136187;15.56420233;71.9844358;12.45136187;40;84;68;20.83333333;43.75;35.41666667;645;44;16;91.4893617;6.241134752;2.269503546;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAHITTE;32183;0;104;-104;;0;14;-14;0;;1890;-1890;0;23722;23722;7.428571429;0;-7.428571429;1002.857143;0;-1002.857143;#DIV/0!;7.5;0;7.5;45.4887218;5;266;107;269;180;23722;121;10;110;0;100;0;8.333333333;91.66666667;0;10;67;30;9.345794393;62.61682243;28.03738318;269;10;0;96.41577061;3.584229391;0;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ARAGON;11011;0;104;-104;;0;13;-13;0;;1755;-1755;0;18783;18783;8;0;-8;1080;0;-1080;#DIV/0!;10.5;0;10.5;48.00936768;18;427;206;444;312;18783;205;25;170;10;95.12195122;4.87804878;12.19512195;82.92682927;4.87804878;10;90;75;5.714285714;51.42857143;42.85714286;444;5;20;94.66950959;1.066098081;4.264392324;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CARDAILLAC;46057;0;104;-104;;0;12;-12;0;;1620;-1620;0;19853;19853;8.666666667;0;-8.666666667;1170;0;-1170;#DIV/0!;11;0;11;31.93277311;22;595;253;585;401;19853;190;15;160;15;92.10526316;7.894736842;7.894736842;84.21052632;7.894736842;25;50;85;15.625;31.25;53.125;585;10;20;95.12195122;1.62601626;3.25203252;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LE VERNET;9331;0;104;-104;;0;8;-8;0;;1080;-1080;0;18581;18581;13;0;-13;1755;0;-1755;#DIV/0!;6;0;6;39.90825688;32;654;257;668;436;18581;261;52;156;52;80;20;20;60;20;24;58;97;13.40782123;32.40223464;54.18994413;668;43;29;90.27027027;5.810810811;3.918918919;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LEDIGNAN;30146;0;105;-105;;0;32;-32;0;;4320;-4320;0;17193;17193;3.28125;0;-3.28125;442.96875;0;-442.96875;#DIV/0!;15;0;15;33.54297694;160;1431;584;1465;968;17193;480;85;315;80;83.33333333;16.66666667;17.70833333;65.625;16.66666667;55;140;135;16.66666667;42.42424242;40.90909091;1465;55;80;91.5625;3.4375;5;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MAS-DE-LONDRES;34152;0;105;-105;;0;29;-29;0;;3915;-3915;0;21547;21547;3.620689655;0;-3.620689655;488.7931034;0;-488.7931034;#DIV/0!;18.5;0;18.5;47.77594728;10;607;213;598;375;21547;290;25;220;45;84.48275862;15.51724138;8.620689655;75.86206897;15.51724138;55;125;50;23.91304348;54.34782609;21.73913043;598;20;5;95.98715891;3.210272873;0.802568218;CADRE_EN_MASSE;FAUX
PONT-DE-SALARS;12185;0;105;-105;;0;23;-23;0;;3105;-3105;0;19544;19544;4.565217391;0;-4.565217391;616.3043478;0;-616.3043478;#DIV/0!;14;0;14;41.41475212;268;1654;621;1520;1018;19544;685;190;330;165;75.91240876;24.08759124;27.73722628;48.17518248;24.08759124;50;135;160;14.49275362;39.13043478;46.37681159;1520;130;175;83.28767123;7.123287671;9.589041096;CADRE_EN_MASSE;OUVRIER_EN_MASSE
